NumberOfSamplePoint, frequency, freq_position, freq_true, S_real, S_imag, S_abs, S_dB
9023,1,142.85,1.001,0.33529,-0.90217,0.96246,-0.33232
9023,2,285.7,2.002,-0.70286,-0.62397,0.93987,-0.53865
9023,3,428.55,3.003,-0.76654,0.61935,0.98549,-0.12697
9023,4,571.4,3.997,0.77573,0.495,0.92021,-0.72227
9023,5,714.25,4.998,-0.04279,-0.012607,0.044608,-27.012
9023,6,857.1,5.999,0.0021652,-0.0029279,0.0036415,-48.774
9023,7,999.95,7,-0.018441,-0.028428,0.033885,-29.4
9024,0,0,0,1,0,1,-2.1143e-10
9024,1,142.85,1.001,0.36796,-0.89571,0.96834,-0.27943
9024,2,285.7,2.002,-0.6622,-0.66567,0.93895,-0.54715
9024,3,428.55,3.003,-0.83549,0.4906,0.96888,-0.27457
9024,4,571.4,3.997,0.71057,0.65334,0.96528,-0.30697
9024,5,714.25,4.998,-0.01518,-0.01834,0.023807,-32.466
9024,6,857.1,5.999,0.021944,-0.016277,0.027322,-31.27
9024,7,999.95,7,-0.0013122,-0.0032068,0.0034649,-49.206
9025,0,0,0,1,0,1,-2.0806e-10
9025,1,142.85,1.001,0.36067,-0.89245,0.96258,-0.3313
9025,2,285.7,2.002,-0.65551,-0.66215,0.93174,-0.6141
9025,3,428.55,3.003,-0.84385,0.48851,0.97505,-0.21947
9025,4,571.4,3.997,0.64771,0.71005,0.96109,-0.34472
9025,5,714.25,4.998,-0.047606,-0.03553,0.059403,-24.524
9025,6,857.1,5.999,0.01567,-0.01455,0.021384,-33.398
9025,7,999.95,7,-0.0017185,-0.0038638,0.0042288,-47.476
9026,0,0,0,1,0,1,-2.036e-10
9026,1,142.85,1.001,0.37792,-0.87923,0.95701,-0.3817
9026,2,285.7,2.002,-0.60533,-0.68412,0.91348,-0.786
9026,3,428.55,3.003,-0.87669,0.38243,0.95647,-0.38658
9026,4,571.4,3.997,0.54716,0.79742,0.96708,-0.29072
9026,5,714.25,4.998,-0.039427,-0.031121,0.05023,-25.981
9026,6,857.1,5.999,0.011355,-0.01125,0.015984,-35.926
9026,7,999.95,7,-0.0091063,-0.01964,0.021649,-33.291
9027,0,0,0,1,0,1,-2.1342e-10
9027,1,142.85,1.001,0.31951,-0.90963,0.96411,-0.31748
9027,2,285.7,2.002,-0.72781,-0.59785,0.94188,-0.52013
9027,3,428.55,3.003,-0.73833,0.64839,0.98262,-0.15229
9027,4,571.4,3.997,0.87446,0.41375,0.96741,-0.28783
9027,5,714.25,4.998,-0.023867,-0.014754,0.028059,-31.039
9027,6,857.1,5.999,0.013691,-0.013201,0.019019,-34.416
9027,7,999.95,7,-0.0012771,-0.0026739,0.0029632,-50.565
9028,0,0,0,1,0,1,-2.1414e-10
9028,1,142.85,1.001,0.35619,-0.90098,0.96884,-0.275
9028,2,285.7,2.002,-0.69036,-0.65125,0.94906,-0.45408
9028,3,428.55,3.003,-0.79996,0.57594,0.98572,-0.12493
9028,4,571.4,3.997,0.74675,0.56881,0.93872,-0.54932
9028,5,714.25,4.998,-0.034221,-0.015702,0.037652,-28.484
9028,6,857.1,5.999,0.0061624,-0.0072479,0.0095135,-40.433
9028,7,999.95,7,-0.0057861,-0.011535,0.012905,-37.785
9029,0,0,0,1,0,1,-2.0602e-10
9029,1,142.85,1.001,0.3547,-0.89868,0.96614,-0.29917
9029,2,285.7,2.002,-0.68282,-0.65262,0.94454,-0.49562
9029,3,428.55,3.003,-0.80971,0.56184,0.98554,-0.1265
9029,4,571.4,3.997,0.69166,0.60249,0.91727,-0.75008
9029,5,714.25,4.998,-0.045231,-0.019107,0.049101,-26.178
9029,6,857.1,5.999,0.0044706,-0.0054642,0.00706,-43.024
9029,7,999.95,7,-0.018095,-0.030585,0.035537,-28.986
9030,0,0,0,1,0,1,-2.0034e-10
9030,1,142.85,1.001,0.39014,-0.87898,0.96167,-0.33943
9030,2,285.7,2.002,-0.60319,-0.69419,0.91964,-0.72761
9030,3,428.55,3.003,-0.87043,0.38749,0.95278,-0.42016
9030,4,571.4,3.997,0.6691,0.69493,0.96469,-0.31228
9030,5,714.25,4.998,0.030625,0.011919,0.032862,-29.666
9030,6,857.1,5.999,0.011456,-0.011478,0.016217,-35.8
9030,7,999.95,7,-0.010324,-0.021664,0.023998,-32.396
9031,0,0,0,1,0,1,-2.0968e-10
9031,1,142.85,1.001,0.33478,-0.90338,0.96342,-0.32367
9031,2,285.7,2.002,-0.70643,-0.61944,0.93955,-0.54162
9031,3,428.55,3.003,-0.75614,0.62851,0.98325,-0.14676
9031,4,571.4,3.997,0.90425,0.32637,0.96134,-0.34244
9031,5,714.25,4.998,0.011293,0.00030562,0.011297,-38.941
9031,6,857.1,5.999,0.0042235,-0.005297,0.0067747,-43.382
9031,7,999.95,7,-0.031115,-0.046659,0.056082,-25.024
9032,0,0,0,1,0,1,-2.1252e-10
9032,1,142.85,1.001,0.32602,-0.90337,0.9604,-0.35099
9032,2,285.7,2.002,-0.70823,-0.61233,0.93624,-0.57224
9032,3,428.55,3.003,-0.76049,0.62462,0.98412,-0.139
9032,4,571.4,3.997,0.81771,0.47886,0.94761,-0.46742
9032,5,714.25,4.998,-0.021388,-0.0094787,0.023394,-32.618
9032,6,857.1,5.999,0.006194,-0.0074836,0.0097144,-40.252
9032,7,999.95,7,-0.017406,-0.030282,0.034928,-29.136
9033,0,0,0,1,0,1,-2.0985e-10
9033,1,142.85,1.001,0.3462,-0.89215,0.95696,-0.38209
9033,2,285.7,2.002,-0.66282,-0.63954,0.92106,-0.71427
9033,3,428.55,3.003,-0.81166,0.53615,0.97275,-0.23998
9033,4,571.4,3.997,0.78982,0.54229,0.95807,-0.37209
9033,5,714.25,4.998,-0.019948,-0.00813,0.021541,-33.335
9033,6,857.1,5.999,0.001525,-0.0018375,0.0023879,-52.44
9033,7,999.95,7,-0.05315,-0.065852,0.084625,-21.45
9034,0,0,0,1,0,1,-2.0813e-10
9034,1,142.85,1.001,0.33686,-0.90912,0.96953,-0.26881
9034,2,285.7,2.002,-0.72064,-0.61819,0.94947,-0.45042
9034,3,428.55,3.003,-0.75327,0.63181,0.98315,-0.14759
9034,4,571.4,3.997,0.88524,0.38238,0.9643,-0.31578
9034,5,714.25,4.998,-0.01511,-0.0090606,0.017618,-35.081
9034,6,857.1,5.999,0.0056188,-0.0059975,0.0082183,-41.704
9034,7,999.95,7,-0.018635,-0.032887,0.0378,-28.45
9035,0,0,0,1,0,1,-1.9083e-10
9035,1,142.85,1.001,0.43539,-0.8619,0.96562,-0.30384
9035,2,285.7,2.002,-0.53153,-0.75271,0.92146,-0.71046
9035,3,428.55,3.003,-0.91821,0.20364,0.94052,-0.53266
9035,4,571.4,3.997,0.24116,0.94587,0.97613,-0.20983
9035,5,714.25,4.998,-0.043105,-0.075201,0.086678,-21.242
9035,6,857.1,5.999,0.024948,-0.017889,0.030699,-30.257
9035,7,999.95,7,-0.0016946,-0.0045585,0.0048632,-46.261
9036,0,0,0,1,0,1,-2.1015e-10
9036,1,142.85,1.001,0.33863,-0.90198,0.96345,-0.32338
9036,2,285.7,2.002,-0.69612,-0.629,0.9382,-0.55405
9036,3,428.55,3.003,-0.78987,0.58239,0.98136,-0.1634
9036,4,571.4,3.997,0.77731,0.56713,0.96221,-0.33457
9036,5,714.25,4.998,-0.035512,-0.021654,0.041593,-27.62
9036,6,857.1,5.999,0.012947,-0.01285,0.018241,-34.779
9036,7,999.95,7,-0.001583,-0.0034102,0.0037597,-48.497
9037,0,0,0,1,0,1,-2.1715e-10
9037,1,142.85,1.001,0.33278,-0.91314,0.97189,-0.2477
9037,2,285.7,2.002,-0.73975,-0.60874,0.95801,-0.37257
9037,3,428.55,3.003,-0.71377,0.68044,0.98614,-0.12126
9037,4,571.4,3.997,0.92863,0.24699,0.96091,-0.34633
9037,5,714.25,4.998,-0.003447,-0.0028635,0.0044812,-46.972
9037,6,857.1,5.999,0.0031344,-0.0039066,0.0050086,-46.006
9037,7,999.95,7,-0.022626,-0.034982,0.041662,-27.605
9038,0,0,0,1,0,1,-2.0467e-10
9038,1,142.85,1.001,0.36392,-0.89103,0.96249,-0.3321
9038,2,285.7,2.002,-0.6472,-0.66088,0.92501,-0.67709
9038,3,428.55,3.003,-0.83689,0.46335,0.9566,-0.38538
9038,4,571.4,3.997,0.70034,0.64685,0.95336,-0.4149
9038,5,714.25,4.998,0.017008,0.0081057,0.018841,-34.498
9038,6,857.1,5.999,0.035836,-0.024729,0.04354,-27.222
9038,7,999.95,7,4.9263e-05,2.3834e-05,5.4726e-05,-85.236
9039,0,0,0,1,0,1,-2.1277e-10
9039,1,142.85,1.001,0.32445,-0.90151,0.95812,-0.37164
9039,2,285.7,2.002,-0.70048,-0.60872,0.92801,-0.64895
9039,3,428.55,3.003,-0.76581,0.60723,0.97734,-0.19913
9039,4,571.4,3.997,0.85799,0.44495,0.9665,-0.29596
9039,5,714.25,4.998,-0.010653,-0.007364,0.01295,-37.755
9039,6,857.1,5.999,0.010126,-0.010946,0.014912,-36.53
9039,7,999.95,7,-0.0058423,-0.012291,0.013609,-37.324
9040,0,0,0,1,0,1,-2.1011e-10
9040,1,142.85,1.001,0.34125,-0.90073,0.96321,-0.32561
9040,2,285.7,2.002,-0.69112,-0.63324,0.93736,-0.5619
9040,3,428.55,3.003,-0.79606,0.57265,0.98063,-0.16986
9040,4,571.4,3.997,0.78818,0.55644,0.9648,-0.31122
9040,5,714.25,4.998,-0.0047946,-0.0064116,0.0080061,-41.932
9040,6,857.1,5.999,0.017072,-0.016702,0.023883,-32.438
9040,7,999.95,7,-0.0024119,-0.0052312,0.0057605,-44.791
9041,0,0,0,1,0,1,-2.1178e-10
9041,1,142.85,1.001,0.32956,-0.89705,0.95567,-0.39386
9041,2,285.7,2.002,-0.68873,-0.61295,0.92198,-0.70556
9041,3,428.55,3.003,-0.75632,0.61635,0.97566,-0.21401
9041,4,571.4,3.997,0.93019,0.11948,0.93784,-0.55746
9041,5,714.25,4.998,0.036354,0.003258,0.0365,-28.754
9041,6,857.1,5.999,0.003086,-0.004104,0.0051348,-45.79
9041,7,999.95,7,-0.053528,-0.068453,0.086896,-21.22
9042,0,0,0,1,0,1,-2.1308e-10
9042,1,142.85,1.001,0.31047,-0.92042,0.97138,-0.25226
9042,2,285.7,2.002,-0.76948,-0.57176,0.95865,-0.36678
9042,3,428.55,3.003,-0.65661,0.7353,0.9858,-0.12418
9042,4,571.4,3.997,0.91891,-0.0078493,0.91894,-0.73424
9042,5,714.25,4.998,0.01457,0.0022621,0.014745,-36.627
9042,6,857.1,5.999,0.010404,-0.011313,0.01537,-36.267
9042,7,999.95,7,-0.0042123,-0.0088722,0.0098214,-40.157
9043,0,0,0,1,0,1,-2.1378e-10
9043,1,142.85,1.001,0.34574,-0.90252,0.96648,-0.29616
9043,2,285.7,2.002,-0.69561,-0.63844,0.94418,-0.49889
9043,3,428.55,3.003,-0.79727,0.57613,0.98365,-0.14323
9043,4,571.4,3.997,0.74315,0.59876,0.95435,-0.40584
9043,5,714.25,4.998,-0.052563,-0.030523,0.060782,-24.324
9043,6,857.1,5.999,0.0089682,-0.009209,0.012854,-37.819
9043,7,999.95,7,-0.0045513,-0.010018,0.011003,-39.17
9044,0,0,0,1,0,1,-2.062e-10
9044,1,142.85,1.001,0.35616,-0.8938,0.96214,-0.33519
9044,2,285.7,2.002,-0.66063,-0.65182,0.92806,-0.64848
9044,3,428.55,3.003,-0.82529,0.50125,0.96559,-0.30418
9044,4,571.4,3.997,0.76758,0.57129,0.95685,-0.38312
9044,5,714.25,4.998,0.041221,0.021273,0.046387,-26.672
9044,6,857.1,5.999,0.037062,-0.028775,0.046921,-26.573
9044,7,999.95,7,0.00021956,-0.00040812,0.00046343,-66.68
9045,0,0,0,1,0,1,-2.035e-10
9045,1,142.85,1.001,0.37131,-0.88878,0.96323,-0.32542
9045,2,285.7,2.002,-0.63763,-0.67438,0.9281,-0.64814
9045,3,428.55,3.003,-0.85774,0.43884,0.96348,-0.3231
9045,4,571.4,3.997,0.62501,0.74403,0.97171,-0.24927
9045,5,714.25,4.998,-0.0012594,-0.0083911,0.008485,-41.427
9045,6,857.1,5.999,0.036656,-0.026046,0.044967,-26.942
9045,7,999.95,7,0.00022712,-0.00041595,0.00047391,-66.486
9046,0,0,0,1,0,1,-2.1193e-10
9046,1,142.85,1.001,0.32351,-0.90632,0.96232,-0.33359
9046,2,285.7,2.002,-0.71534,-0.6044,0.93649,-0.5699
9046,3,428.55,3.003,-0.75276,0.62663,0.97945,-0.18039
9046,4,571.4,3.997,0.86885,0.4236,0.96661,-0.29499
9046,5,714.25,4.998,-0.016098,-0.011231,0.019628,-34.142
9046,6,857.1,5.999,0.014567,-0.013966,0.02018,-33.901
9046,7,999.95,7,-0.001131,-0.0023314,0.0025912,-51.73
9047,0,0,0,1,0,1,-2.1388e-10
9047,1,142.85,1.001,0.32175,-0.90053,0.95629,-0.38825
9047,2,285.7,2.002,-0.69951,-0.60599,0.92549,-0.67254
9047,3,428.55,3.003,-0.76178,0.61335,0.97801,-0.19309
9047,4,571.4,3.997,0.8717,0.4125,0.96437,-0.31509
9047,5,714.25,4.998,-0.0011345,-0.0032382,0.0034312,-49.291
9047,6,857.1,5.999,0.0073222,-0.0085711,0.011273,-38.959
9047,7,999.95,7,-0.018499,-0.032576,0.037462,-28.528
9048,0,0,0,1,0,1,-1.9744e-10
9048,1,142.85,1.001,0.41065,-0.86102,0.95394,-0.40962
9048,2,285.7,2.002,-0.53543,-0.71699,0.89485,-0.96503
9048,3,428.55,3.003,-0.8889,0.22779,0.91763,-0.74669
9048,4,571.4,3.997,0.38252,0.89021,0.96891,-0.27431
9048,5,714.25,4.998,0.029888,0.014614,0.03327,-29.559
9048,6,857.1,5.999,0.017354,-0.016054,0.02364,-32.527
9048,7,999.95,7,-0.0074656,-0.017359,0.018896,-34.472
9049,0,0,0,1,0,1,-2.0807e-10
9049,1,142.85,1.001,0.3529,-0.89335,0.96053,-0.34976
9049,2,285.7,2.002,-0.6608,-0.64896,0.92618,-0.66613
9049,3,428.55,3.003,-0.8263,0.50498,0.96839,-0.279
9049,4,571.4,3.997,0.74331,0.62232,0.96943,-0.26967
9049,5,714.25,4.998,0.0051361,-0.0019081,0.0054791,-45.226
9049,6,857.1,5.999,0.023812,-0.020694,0.031547,-30.021
9049,7,999.95,7,-0.00044117,-0.00062503,0.00076505,-62.326
9050,0,0,0,1,0,1,-2.042e-10
9050,1,142.85,1.001,0.36838,-0.88692,0.96038,-0.35111
9050,2,285.7,2.002,-0.63228,-0.6687,0.92029,-0.7215
9050,3,428.55,3.003,-0.85225,0.43173,0.95536,-0.39665
9050,4,571.4,3.997,0.63401,0.73341,0.96946,-0.2694
9050,5,714.25,4.998,-0.013477,-0.018115,0.022579,-32.926
9050,6,857.1,5.999,0.027218,-0.02038,0.034002,-29.37
9050,7,999.95,7,-0.00022763,-0.00021861,0.0003156,-70.017
9051,0,0,0,1,0,1,-2.0494e-10
9051,1,142.85,1.001,0.37245,-0.88194,0.95736,-0.37853
9051,2,285.7,2.002,-0.61573,-0.67414,0.91301,-0.7905
9051,3,428.55,3.003,-0.85954,0.40552,0.9504,-0.44188
9051,4,571.4,3.997,0.64259,0.72312,0.96738,-0.28806
9051,5,714.25,4.998,0.028384,0.013053,0.031242,-30.105
9051,6,857.1,5.999,0.02837,-0.023763,0.037007,-28.634
9051,7,999.95,7,-0.00046413,-0.00067918,0.00082262,-61.696
9052,0,0,0,1,0,1,-2.116e-10
9052,1,142.85,1.001,0.33482,-0.88926,0.95021,-0.44365
9052,2,285.7,2.002,-0.65778,-0.6186,0.90296,-0.88662
9052,3,428.55,3.003,-0.77957,0.54468,0.951,-0.43638
9052,4,571.4,3.997,0.85505,0.11043,0.86215,-1.2883
9052,5,714.25,4.998,0.064288,0.014247,0.065847,-23.629
9052,6,857.1,5.999,0.0082281,-0.0098022,0.012798,-37.857
9052,7,999.95,7,-0.028241,-0.046308,0.05424,-25.314
9053,0,0,0,1,0,1,-2.0454e-10
9053,1,142.85,1.001,0.36173,-0.89686,0.96706,-0.29094
9053,2,285.7,2.002,-0.67211,-0.65608,0.93923,-0.54452
9053,3,428.55,3.003,-0.81542,0.53467,0.97508,-0.21923
9053,4,571.4,3.997,0.81638,0.51142,0.96334,-0.32437
9053,5,714.25,4.998,0.010522,0.0016217,0.010647,-39.456
9053,6,857.1,5.999,0.013023,-0.012662,0.018164,-34.816
9053,7,999.95,7,-0.0036352,-0.0083607,0.0091169,-40.803
9054,0,0,0,1,0,1,-2.1252e-10
9054,1,142.85,1.001,0.32616,-0.90037,0.95762,-0.3761
9054,2,285.7,2.002,-0.69895,-0.61131,0.92856,-0.64376
9054,3,428.55,3.003,-0.76152,0.6181,0.9808,-0.16841
9054,4,571.4,3.997,0.86331,0.41343,0.9572,-0.37991
9054,5,714.25,4.998,-0.012121,-0.0052478,0.013208,-37.583
9054,6,857.1,5.999,0.0029259,-0.0037539,0.0047595,-46.449
9054,7,999.95,7,-0.033043,-0.047494,0.057858,-24.753
9055,0,0,0,1,0,1,-2.1145e-10
9055,1,142.85,1.001,0.33398,-0.89642,0.95661,-0.38531
9055,2,285.7,2.002,-0.68153,-0.62572,0.92521,-0.67521
9055,3,428.55,3.003,-0.79438,0.57248,0.97917,-0.18286
9055,4,571.4,3.997,0.7584,0.55959,0.9425,-0.51435
9055,5,714.25,4.998,-0.045065,-0.018172,0.048591,-26.269
9055,6,857.1,5.999,0.0042361,-0.0052491,0.0067452,-43.42
9055,7,999.95,7,-0.014751,-0.025584,0.029532,-30.594
9056,0,0,0,1,0,1,-2.0583e-10
9056,1,142.85,1.001,0.38136,-0.88025,0.95931,-0.36083
9056,2,285.7,2.002,-0.60754,-0.68973,0.91915,-0.73229
9056,3,428.55,3.003,-0.88226,0.38293,0.96178,-0.33848
9056,4,571.4,3.997,0.51239,0.81422,0.96203,-0.33623
9056,5,714.25,4.998,-0.072971,-0.060247,0.094628,-20.48
9056,6,857.1,5.999,0.01203,-0.011561,0.016684,-35.554
9056,7,999.95,7,-0.0042332,-0.0098481,0.010719,-39.397
9057,0,0,0,1,0,1,-2.0747e-10
9057,1,142.85,1.001,0.3509,-0.89354,0.95997,-0.35486
9057,2,285.7,2.002,-0.66405,-0.65,0.92922,-0.63763
9057,3,428.55,3.003,-0.8298,0.51814,0.97829,-0.19067
9057,4,571.4,3.997,0.65395,0.67468,0.9396,-0.54116
9057,5,714.25,4.998,-0.083055,-0.048868,0.096365,-20.322
9057,6,857.1,5.999,0.0091822,-0.0098738,0.013483,-37.404
9057,7,999.95,7,-0.0015434,-0.0032675,0.0036137,-48.841
9058,0,0,0,1,0,1,-2.0638e-10
9058,1,142.85,1.001,0.34864,-0.90424,0.96913,-0.27238
9058,2,285.7,2.002,-0.70105,-0.64214,0.95069,-0.43919
9058,3,428.55,3.003,-0.7948,0.58386,0.9862,-0.12066
9058,4,571.4,3.997,0.69531,0.61692,0.92954,-0.63465
9058,5,714.25,4.998,-0.094119,-0.050993,0.10704,-19.409
9058,6,857.1,5.999,0.0040697,-0.0045636,0.0061147,-44.273
9058,7,999.95,7,-0.0075001,-0.014837,0.016624,-35.585
9059,0,0,0,1,0,1,-2.0972e-10
9059,1,142.85,1.001,0.34005,-0.89573,0.95811,-0.37173
9059,2,285.7,2.002,-0.68194,-0.63117,0.9292,-0.63782
9059,3,428.55,3.003,-0.77963,0.59909,0.98323,-0.14692
9059,4,571.4,3.997,0.8099,0.43325,0.9185,-0.73838
9059,5,714.25,4.998,-0.012079,-0.0026293,0.012362,-38.158
9059,6,857.1,5.999,7.8352e-05,-2.3518e-05,8.1806e-05,-81.744
9059,7,999.95,7,-0.10092,-0.089346,0.13479,-17.407
9060,0,0,0,1,0,1,-2.1396e-10
9060,1,142.85,1.001,0.33467,-0.88888,0.94979,-0.44742
9060,2,285.7,2.002,-0.65552,-0.62833,0.90803,-0.83803
9060,3,428.55,3.003,-0.81398,0.52195,0.96695,-0.29193
9060,4,571.4,3.997,0.7693,0.57515,0.96053,-0.34974
9060,5,714.25,4.998,0.0016933,-0.0030802,0.0035149,-49.082
9060,6,857.1,5.999,0.010132,-0.011914,0.015639,-36.116
9060,7,999.95,7,-0.0089305,-0.017472,0.019622,-34.145
9061,0,0,0,1,0,1,-2.011e-10
9061,1,142.85,1.001,0.40029,-0.8667,0.95467,-0.40295
9061,2,285.7,2.002,-0.55967,-0.70784,0.90237,-0.89228
9061,3,428.55,3.003,-0.89391,0.29764,0.94216,-0.51753
9061,4,571.4,3.997,0.50395,0.82106,0.96338,-0.32406
9061,5,714.25,4.998,-0.0065459,-0.0072248,0.0097492,-40.221
9061,6,857.1,5.999,0.0045785,-0.005582,0.0072195,-42.83
9061,7,999.95,7,-0.019046,-0.032275,0.037476,-28.525
9062,0,0,0,1,0,1,-2.0682e-10
9062,1,142.85,1.001,0.34626,-0.89827,0.96269,-0.33026
9062,2,285.7,2.002,-0.68654,-0.63479,0.93503,-0.58346
9062,3,428.55,3.003,-0.77907,0.59575,0.98075,-0.16886
9062,4,571.4,3.997,0.89297,0.3551,0.96098,-0.3457
9062,5,714.25,4.998,0.0082558,-0.00043992,0.0082675,-41.652
9062,6,857.1,5.999,0.0032366,-0.0042971,0.0053796,-45.385
9062,7,999.95,7,-0.016901,-0.027085,0.031926,-29.917
9063,0,0,0,1,0,1,-2.1624e-10
9063,1,142.85,1.001,0.29371,-0.92043,0.96615,-0.29908
9063,2,285.7,2.002,-0.7731,-0.54689,0.94698,-0.47316
9063,3,428.55,3.003,-0.62883,0.75233,0.98052,-0.17086
9063,4,571.4,3.997,0.75522,-0.18527,0.77762,-2.1847
9063,5,714.25,4.998,0.043101,0.013935,0.045298,-26.878
9063,6,857.1,5.999,0.022439,-0.020916,0.030675,-30.264
9063,7,999.95,7,-0.00064161,-0.00093353,0.0011328,-58.917
9064,0,0,0,1,0,1,-2.0969e-10
9064,1,142.85,1.001,0.38191,-0.88877,0.96735,-0.28832
9064,2,285.7,2.002,-0.63535,-0.6841,0.93362,-0.59657
9064,3,428.55,3.003,-0.85743,0.43468,0.96131,-0.34269
9064,4,571.4,3.997,0.64488,0.71791,0.96502,-0.30927
9064,5,714.25,4.998,-0.015654,-0.020725,0.025972,-31.71
9064,6,857.1,5.999,0.023572,-0.016955,0.029037,-30.741
9064,7,999.95,7,-0.00043471,-0.00078423,0.00089665,-60.948
9065,0,0,0,1,0,1,-2.1039e-10
9065,1,142.85,1.001,0.32851,-0.9163,0.97341,-0.2341
9065,2,285.7,2.002,-0.74253,-0.60692,0.95901,-0.36355
9065,3,428.55,3.003,-0.74541,0.6449,0.98566,-0.12542
9065,4,571.4,3.997,0.83018,0.50209,0.9702,-0.26277
9065,5,714.25,4.998,-0.043621,-0.037253,0.057363,-24.827
9065,6,857.1,5.999,0.023651,-0.017204,0.029246,-30.679
9065,7,999.95,7,0.00012395,-9.493e-05,0.00015613,-76.131
9066,0,0,0,1,0,1,-2.0104e-10
9066,1,142.85,1.001,0.38093,-0.88316,0.96181,-0.33824
9066,2,285.7,2.002,-0.62038,-0.68469,0.92394,-0.6871
9066,3,428.55,3.003,-0.8644,0.42755,0.96435,-0.31527
9066,4,571.4,3.997,0.66813,0.69959,0.96738,-0.28808
9066,5,714.25,4.998,-0.0083288,-0.0078263,0.011429,-38.84
9066,6,857.1,5.999,0.0070299,-0.0077317,0.01045,-39.618
9066,7,999.95,7,-0.010899,-0.021222,0.023857,-32.448
9067,0,0,0,1,0,1,-2.1405e-10
9067,1,142.85,1.001,0.31419,-0.91098,0.96364,-0.32172
9067,2,285.7,2.002,-0.73448,-0.59008,0.94215,-0.51757
9067,3,428.55,3.003,-0.72512,0.66435,0.98344,-0.14502
9067,4,571.4,3.997,0.89032,0.37593,0.96644,-0.29654
9067,5,714.25,4.998,-0.021984,-0.011947,0.02502,-32.034
9067,6,857.1,5.999,0.00814,-0.0085978,0.01184,-38.533
9067,7,999.95,7,-0.016122,-0.030262,0.034288,-29.297
9068,0,0,0,1,0,1,-2.0899e-10
9068,1,142.85,1.001,0.33721,-0.90587,0.9666,-0.2951
9068,2,285.7,2.002,-0.7109,-0.62516,0.94668,-0.4759
9068,3,428.55,3.003,-0.77148,0.6132,0.9855,-0.12688
9068,4,571.4,3.997,0.77471,0.54152,0.94521,-0.48945
9068,5,714.25,4.998,-0.056576,-0.026138,0.062322,-24.107
9068,6,857.1,5.999,0.0045735,-0.0052468,0.0069603,-43.147
9068,7,999.95,7,-0.012,-0.022125,0.02517,-31.982
9069,0,0,0,1,0,1,-2.0758e-10
9069,1,142.85,1.001,0.3819,-0.88648,0.96524,-0.30725
9069,2,285.7,2.002,-0.62822,-0.6867,0.93071,-0.62374
9069,3,428.55,3.003,-0.86677,0.42339,0.96465,-0.31257
9069,4,571.4,3.997,0.60738,0.75964,0.9726,-0.24129
9069,5,714.25,4.998,-0.037298,-0.034762,0.050986,-25.851
9069,6,857.1,5.999,0.014061,-0.0121,0.018551,-34.633
9069,7,999.95,7,-0.0034383,-0.0085503,0.0092157,-40.709
9070,0,0,0,1,0,1,-1.9653e-10
9070,1,142.85,1.001,0.40416,-0.87658,0.96526,-0.30707
9070,2,285.7,2.002,-0.59145,-0.7187,0.93078,-0.6231
9070,3,428.55,3.003,-0.90305,0.35426,0.97005,-0.26407
9070,4,571.4,3.997,0.46872,0.81764,0.94246,-0.51473
9070,5,714.25,4.998,-0.080137,-0.054851,0.097111,-20.255
9070,6,857.1,5.999,0.0059925,-0.0066234,0.008932,-40.981
9070,7,999.95,7,-0.009535,-0.018803,0.021082,-33.522
9071,0,0,0,1,0,1,-1.9861e-10
9071,1,142.85,1.001,0.39556,-0.87663,0.96174,-0.33884
9071,2,285.7,2.002,-0.59252,-0.7059,0.92162,-0.70899
9071,3,428.55,3.003,-0.89232,0.35344,0.95977,-0.35669
9071,4,571.4,3.997,0.5022,0.82477,0.96563,-0.30377
9071,5,714.25,4.998,-0.046715,-0.037975,0.060203,-24.408
9071,6,857.1,5.999,0.011824,-0.011642,0.016593,-35.601
9071,7,999.95,7,-0.003587,-0.0082867,0.0090298,-40.886
9072,0,0,0,1,0,1,-2.1266e-10
9072,1,142.85,1.001,0.32508,-0.90556,0.96214,-0.33523
9072,2,285.7,2.002,-0.71736,-0.60414,0.93786,-0.55724
9072,3,428.55,3.003,-0.73113,0.65692,0.9829,-0.14984
9072,4,571.4,3.997,0.93405,0.21336,0.95811,-0.37168
9072,5,714.25,4.998,0.0091356,-0.00020374,0.0091379,-40.783
9072,6,857.1,5.999,0.0019611,-0.0024504,0.0031385,-50.065
9072,7,999.95,7,-0.068916,-0.079812,0.10545,-19.539
9073,0,0,0,1,0,1,-2.0962e-10
9073,1,142.85,1.001,0.34163,-0.89405,0.95709,-0.3809
9073,2,285.7,2.002,-0.67386,-0.63512,0.92599,-0.66786
9073,3,428.55,3.003,-0.79702,0.57248,0.98131,-0.16387
9073,4,571.4,3.997,0.75755,0.5161,0.91664,-0.75601
9073,5,714.25,4.998,-0.032554,-0.0076315,0.033436,-29.516
9073,6,857.1,5.999,0.00064105,-0.00080315,0.0010276,-59.763
9073,7,999.95,7,-0.048162,-0.056619,0.074333,-22.576
9074,0,0,0,1,0,1,-2.0302e-10
9074,1,142.85,1.001,0.39067,-0.87824,0.96121,-0.34363
9074,2,285.7,2.002,-0.5965,-0.699,0.91892,-0.73449
9074,3,428.55,3.003,-0.88533,0.34775,0.95118,-0.43476
9074,4,571.4,3.997,0.47428,0.85188,0.97501,-0.21983
9074,5,714.25,4.998,-0.044713,-0.056838,0.072317,-22.815
9074,6,857.1,5.999,0.029002,-0.020944,0.035774,-28.929
9074,7,999.95,7,0.00011855,-0.00015147,0.00019234,-74.318
